role_search,title,company,location,area,created,description,category,contract_type,contract_time,salary_min,salary_max,redirect_url,country,region,city,has_sql,has_excel,has_python,has_r_,has_power_bi,has_tableau,has_azure,has_aws,salary_avg,years_exp,has_r_programming
business analyst,SAP Business Analyst,EG Group,"Lancashire, North West England","['UK', 'North West England', 'Lancashire']",2025-11-12T05:18:10Z,"Role: SAP Business Analyst Location: Blackburn, BB1 2FA – Office Based (Relocating to Bolton) Contract: Full-Time / Permanent Salary: Circa £45,000 Company: EG Group About the Role: EG Group are excited to have an opening for a highly capable SAP Business Analyst to join our multi-disciplinary Applications SAP Centre of Excellence (CoE). EG Group is in the midst of an ambitious SAP transformation programme, currently delivering 11 concurrent SAP-related projects following a challenged SAP RISE …",IT Jobs,permanent,full_time,54545.62,54545.62,https://www.adzuna.co.uk/jobs/land/ad/5491500301?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=398109EB3932CF5B9B83ECC55229F58C56E2525C,UK,North West England,Lancashire,False,True,False,True,False,False,False,False,54545.62,,False
business analyst,Salesforce Business Analyst,RP International,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-15T21:15:53Z,"Salesforce Business Analyst Location: London - 2 days per week £350 per day inside IR35 The Salesforce Business Analyst plays a key role in guiding a scrum team through the delivery of multiple concurrent projects, from solution design to implementation and post-go-live support. This role requires strong business acumen to translate complex requirements into clear user stories with complete acceptance criteria. The ideal candidate will have the confidence to challenge assumptions and protect th…",IT Jobs,contract,,63405.41,63405.41,https://www.adzuna.co.uk/jobs/land/ad/5498392966?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=C98E6ABDA5E05CC3FC89281EA46E3530DE392670,UK,London,The City,False,False,False,True,False,False,False,False,63405.41,,False
business analyst,Technical Business Analyst,Synergize Consulting,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-06T12:37:37Z,"Our client a multinational systems integrator are now seeking a small team of experienced Technical Business Analyst with a strong background in .NET development, system architecture, and full SDLC delivery. The ideal candidate will possess a deep understanding of both business and technical processes within Market Risk, Credit Risk, and Regulatory areas in capital markets. You will be a key members of the team working in their FS practice on client projects. You will play a key role in definin…",IT Jobs,,,54563.25,54563.25,https://www.adzuna.co.uk/jobs/land/ad/5483821394?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=D13CDCC43D9DC79255022A909E0E25D0EAA53919,UK,London,The City,False,False,False,True,False,False,False,False,54563.25,,False
business analyst,Technical Business Analyst,Synergize Consulting,"London, UK","['UK', 'London']",2025-11-06T12:37:40Z,"Our client a multinational systems integrator are now seeking a small team of experienced Technical Business Analyst with a strong background in .NET development, system architecture, and full SDLC delivery. The ideal candidate will possess a deep understanding of both business and technical processes within Market Risk, Credit Risk, and Regulatory areas in capital markets. You will be a key members of the team working in their FS practice on client projects. You will play a key role in definin…",IT Jobs,,,54030.38,54030.38,https://www.adzuna.co.uk/jobs/land/ad/5483821608?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=E8CF70DFC045CC3E1271D5A5AA054A14834E5E16,UK,London,London,False,False,False,True,False,False,False,False,54030.38,,False
business analyst,Business Analyst - Product,SmartSearch,"Ilkley, West Yorkshire","['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Ilkley']",2025-11-05T22:54:29Z,"SmartSearch’s distinctive Anti-Money Laundering verification software protects our clients by offering the most advanced and comprehensive features available from an AML provider. SmartSearch has grown rapidly by fostering an incredibly collaborative and supportive culture. As we continue our ambitious growth plans, we will strive to remain a truly exciting, rewarding, and unique place to work. HOW WILL YOU MAKE A DIFFERENCE? We are seeking a highly experienced Agile Business Analyst to join ou…",IT Jobs,,,45146.44,45146.44,https://www.adzuna.co.uk/jobs/land/ad/5482864366?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=A2B02F62872B37D651D7DDDD3286904029902298,UK,Yorkshire And The Humber,Ilkley,False,False,False,True,False,False,False,False,45146.44,,False
business analyst,Senior Business Analyst,Nigel Frank International,"Manchester, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester']",2025-11-16T05:18:25Z,"Senior Business Analyst - UK-Wide (Remote) Lead the delivery of complex Microsoft Dynamics projects across CRM, ERP, and data domains, while mentoring project teams and driving continuous improvement. Role Support PMO leadership and deputise for the Head of PMO when required Champion cross-functional collaboration across CRM and ERP delivery teams Own and enhance PMO processes, governance, and reporting standards Act as a subject matter expert and role model in project delivery excellence Respo…",IT Jobs,,,59833.61,59833.61,https://www.adzuna.co.uk/jobs/land/ad/5498822667?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=366EDB013EAAB424B52E985200B2B803DF123C4A,UK,North West England,Manchester,False,True,False,True,False,False,False,False,59833.61,,False
business analyst,Senior Business Analyst,twentyAI,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-06T19:43:20Z,"Role: 2x Product Business Analyst Specialist – IM Product Delivery (Level II) Contract: 6 months (extension likely) Day rate: £700 - £800 outside IR35 Location: London Days on site: 3 days Function: IM - Marketing Apps About the Business Global primary metals producer with full value-chain operations. Currently transitioning to operate as an independent business, focused on commercial excellence, digital enablement, and operational performance across global trading, logistics, and finance funct…",IT Jobs,contract,,73299.68,73299.68,https://www.adzuna.co.uk/jobs/land/ad/5484302711?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=44EBE9BB9609D50193E539F93D2439BF2CCCDB36,UK,London,The City,False,True,False,True,False,False,False,False,73299.68,,False
business analyst,Senior Business Analyst,twentyAI,"London, UK","['UK', 'London']",2025-11-06T04:57:57Z,"Role: 2x Product Business Analyst Specialist – IM Product Delivery (Level II) Contract: 6 months (extension likely) Day rate: £700 - £800 outside IR35 Location: London Days on site: 3 days Function: IM - Marketing Apps About the Business Global primary metals producer with full value-chain operations. Currently transitioning to operate as an independent business, focused on commercial excellence, digital enablement, and operational performance across global trading, logistics, and finance funct…",IT Jobs,contract,,72583.68,72583.68,https://www.adzuna.co.uk/jobs/land/ad/5483150622?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=3F61376C9AADCE044D737114396874641BBDE381,UK,London,London,False,True,False,True,False,False,False,False,72583.68,,False
business analyst,Project / Business Analyst,Albany Beck,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-19T05:15:40Z,"Project / Business Analyst - Wealth Management Company: Albany Beck Location: London (Hybrid) – 3 days p/w Client Industry: Financial Services About Albany Beck Albany Beck is a Management Consultancy focused on providing specialist talent and transformative solutions to Financial Services clients. We combine subject matter expertise with innovative delivery models that help clients scale efficiently, while offering meaningful, long-term career opportunities to our people. At Albany Beck, you’l…",IT Jobs,,,41495.68,41495.68,https://www.adzuna.co.uk/jobs/land/ad/5502859283?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=07285ED21CA86F2B6B3D2F559E8FCF35DB7523CC,UK,London,The City,False,False,False,True,False,False,False,False,41495.68,,False
business analyst,Technical Business Analyst,Royal Collection Trust,"London, UK","['UK', 'London']",2025-11-13T07:54:43Z,"Elevate your tech career with purpose, impact, and opportunity. If you have a passion for technology and the impact it can have on business processes, this is your chance to join a team where tradition meets innovation. At Royal Collection Trust you'll gain practical exposure from day one, supporting the business’s operation and contributing to a purpose that matters. Our Systems Infrastructure team manages, develops and supports Royal Collection Trust's commercial and collections management sy…",IT Jobs,,,45136.66,45136.66,https://www.adzuna.co.uk/jobs/land/ad/5493181223?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=E674CBB647AF07630AD7E37BA5848E799ECEE256,UK,London,London,False,False,False,True,False,False,False,False,45136.66,,False
business analyst,Technical Business Analyst,Royal Collection Trust,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-13T07:55:41Z,"Elevate your tech career with purpose, impact, and opportunity. If you have a passion for technology and the impact it can have on business processes, this is your chance to join a team where tradition meets innovation. At Royal Collection Trust you'll gain practical exposure from day one, supporting the business’s operation and contributing to a purpose that matters. Our Systems Infrastructure team manages, develops and supports Royal Collection Trust's commercial and collections management sy…",IT Jobs,,,45581.83,45581.83,https://www.adzuna.co.uk/jobs/land/ad/5493181789?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=55A0FF96F315D57EB52AFB25330D81971BBC228C,UK,London,The City,False,False,False,True,False,False,False,False,45581.83,,False
business analyst,Business Analyst (Engineering),Humanoid,"London, UK","['UK', 'London']",2025-11-06T05:59:46Z,"Humanoid is the first AI and robotics company in the UK, creating the world’s most advanced, reliable, commercially scalable, and safe humanoid robots. Our first humanoid robot HMND 01 is a next-gen labour automation unit, providing highly efficient services across various use cases, starting with industrial applications. Our Mission At Humanoid we strive to create the world’s leading, commercially scalable, safe, and advanced humanoid robots that seamlessly integrate into daily life and amplif…",Engineering Jobs,,,77260.35,77260.35,https://www.adzuna.co.uk/jobs/land/ad/5483203509?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=7201222C3A40DE3094C7377C4E2884FE36EAC3E4,UK,London,London,False,False,False,True,False,False,False,False,77260.35,,False
business analyst,Business Analyst (Manufacturing),Humanoid,"London, UK","['UK', 'London']",2025-11-06T05:59:45Z,"Humanoid is the first AI and robotics company in the UK, creating the world’s most advanced, reliable, commercially scalable, and safe humanoid robots. Our first humanoid robot HMND 01 is a next-gen labour automation unit, providing highly efficient services across various use cases, starting with industrial applications. Our Mission At Humanoid we strive to create the world’s leading, commercially scalable, safe, and advanced humanoid robots that seamlessly integrate into daily life and amplif…",Engineering Jobs,,,69638.21,69638.21,https://www.adzuna.co.uk/jobs/land/ad/5483203469?se=5FC5HovF8BG8r4BHwuTYvQ&utm_medium=api&utm_source=ca4e041d&v=F3523CA653EB31943E9700EB931315B7B20F855B,UK,London,London,False,False,False,True,False,False,False,False,69638.21,,False
